bioguide,name,committee_id,committee_type,committee_name,committee_subcommittee_name,party,title,rank,chamber
N000189,Dan Newhouse,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,,4,
L000593,Mike Levin,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,minority,,4,
R000610,Guy Reschenthaler,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,,5,
M001214,Frank J. Mrvan,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,minority,,5,
G000591,Michael Guest,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,,6,
L000590,Susie Lee,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,minority,,6,
C001115,Michael Cloud,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,Vice Chair,7,
F000472,Scott Franklin,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,,8,
M001228,Celeste Maloy,HSAP10,house subcommittee,House Committee on Appropriations,Energy and Water Development and Related Agencies,majority,,9,
G000596,Marjorie Taylor Greene,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,Chairwoman,1,
S001218,Melanie A. Stansbury,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,minority,Ranking Member,1,
C001115,Michael Cloud,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,,2,
N000147,Eleanor Holmes Norton,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,minority,,2,
F000246,Pat Fallon,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,,3,
L000562,Stephen F. Lynch,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,minority,,3,
T000480,William R. Timmons IV,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,,4,
C001131,Greg Casar,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,minority,,4,
B001309,Tim Burchett,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,,5,
C001130,Jasmine Crockett,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,minority,,5,
B001316,Eric Burlison,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,,6,
J000311,Brian Jack,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,,7,
G000603,Brandon Gill,HSGO16,house subcommittee,House Committee on Oversight and Government Reform,Delivering on Government Efficiency,majority,,8,
P000048,August Pfluger,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,majority,Chairman,1,
M001223,Seth Magaziner,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,minority,Ranking Member,1,
G000596,Marjorie Taylor Greene,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,majority,,2,
C001110,J. Luis Correa,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,minority,,2,
G000594,Tony Gonzales,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,majority,,3,
G000599,Daniel S. Goldman,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,minority,,3,
L000603,Morgan Luttrell,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,majority,,4,
H001103,Pablo José Hernández,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,minority,,4,
E000300,Gabe Evans,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,majority,,5,
P000621,Nellie Pou,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,minority,,5,
M001230,Ryan Mackenzie,HSHM05,house subcommittee,House Committee on Homeland Security,Counterterrorism and Intelligence,majority,,6,
M001216,Cory Mills,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,majority,Chair,1,
M001217,Jared Moskowitz,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,minority,Ranking Member,1,
P000605,Scott Perry,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,majority,,2,
M001238,Sarah McBride,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,minority,,2,
I000056,Darrell Issa,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,majority,,3,
S001190,Bradley Scott Schneider,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,minority,,3,
J000304,Ronny Jackson,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,majority,,4,
D000631,Madeleine Dean,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,minority,,4,
D000626,Warren Davidson,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,majority,,5,
B001307,James R. Baird,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,majority,,6,
L000596,Anna Paulina Luna,HSFA17,house subcommittee,House Committee on Foreign Affairs,Oversight and Intelligence,majority,,7,
C001051,John R. Carter,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,Chair,1,
W000797,Debbie Wasserman Schultz,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,Ranking Member,1,
R000609,John H. Rutherford,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,2,
B000490,"Sanford D. Bishop, Jr.",HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,2,
G000591,Michael Guest,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,3,
E000299,Veronica Escobar,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,3,
Z000018,Ryan K. Zinke,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,4,
L000593,Mike Levin,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,4,
B000740,Stephanie I. Bice,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,5,
C001063,Henry Cuellar,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",minority,,5,
F000472,Scott Franklin,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,6,
A000379,Mark Alford,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,Vice Chair,7,
L000598,Nick LaLota,HSAP18,house subcommittee,House Committee on Appropriations,"Military Construction, Veterans Affairs, and Related Agencies",majority,,8,
L000600,Nicholas A. Langworthy,HSRU02,house subcommittee,House Committee on Rules,Legislative and Budget Process,majority,Chair,1,
L000273,Teresa Leger Fernandez,HSRU02,house subcommittee,House Committee on Rules,Legislative and Budget Process,minority,Ranking Member,1,
R000614,Chip Roy,HSRU02,house subcommittee,House Committee on Rules,Legislative and Budget Process,majority,,2,
N000191,Joe Neguse,HSRU02,house subcommittee,House Committee on Rules,Legislative and Budget Process,minority,,2,
H001093,Erin Houchin,HSRU02,house subcommittee,House Committee on Rules,Legislative and Budget Process,majority,,3,
N000190,Ralph Norman,HSRU02,house subcommittee,House Committee on Rules,Legislative and Budget Process,majority,,4,
F000474,Mike Flood,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,Chairman,1,
C001061,Emanuel Cleaver,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,Ranking Member,1,
D000594,Monica De La Cruz,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,Vice Chairwoman,2,
V000081,Nydia M. Velázquez,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,2,
R000612,John W. Rose,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,3,
T000481,Rashida Tlaib,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,3,
T000480,William R. Timmons IV,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,4,
P000617,Ayanna Pressley,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,4,
N000190,Ralph Norman,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,5,
T000486,Ritchie Torres,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,5,
G000597,Andrew R. Garbarino,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,6,
G000587,Sylvia R. Garcia,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,6,
F000471,Scott Fitzgerald,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,7,
W000788,Nikema Williams,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,7,
L000599,Michael Lawler,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,8,
P000620,Brittany Pettersen,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,8,
S000168,Maria Elvira Salazar,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,9,
B001326,Janelle S. Bynum,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,minority,,9,
D000634,Troy Downing,HSBA04,house subcommittee,House Committee on Financial Services,Housing and Insurance,majority,,10,
B001321,Tom Barrett,HSVR11,house subcommittee,House Committee on Veterans' Affairs,Technology Modernization,majority,Chairman,1,
B001315,Nikki Budzinski,HSVR11,house subcommittee,House Committee on Veterans' Affairs,Technology Modernization,minority,Ranking Member,1,
M000194,Nancy Mace,HSVR11,house subcommittee,House Committee on Veterans' Affairs,Technology Modernization,majority,,2,
C001127,Sheila Cherfilus-McCormick,HSVR11,house subcommittee,House Committee on Veterans' Affairs,Technology Modernization,minority,,2,
L000603,Morgan Luttrell,HSVR11,house subcommittee,House Committee on Veterans' Affairs,Technology Modernization,majority,,3,
F000470,Michelle Fischbach,HSRU04,house subcommittee,House Committee on Rules,Rules and Organization of the House,majority,Chair,1,
S001205,Mary Gay Scanlon,HSRU04,house subcommittee,House Committee on Rules,Rules and Organization of the House,minority,Ranking Member,1,
S001189,Austin Scott,HSRU04,house subcommittee,House Committee on Rules,Rules and Organization of the House,majority,,2,
M000312,James P. McGovern,HSRU04,house subcommittee,House Committee on Rules,Rules and Organization of the House,minority,,2,
G000568,H. Morgan Griffith,HSRU04,house subcommittee,House Committee on Rules,Rules and Organization of the House,majority,,3,
J000311,Brian Jack,HSRU04,house subcommittee,House Committee on Rules,Rules and Organization of the House,majority,,4,
S001189,Austin Scott,HLIG06,house subcommittee,House Permanent Select Committee on Intelligence,National Intelligence Enterprise,majority,Chairman,1,
C001072,André Carson,HLIG06,house subcommittee,House Permanent Select Committee on Intelligence,National Intelligence Enterprise,minority,Ranking Member,1,
